zone,day_of_week,hour,is_weekday,is_rush_hour,congestion_score,congestion_level,pollution_score,pollution_level,infra_score,infra_level
MG Road,1,6,1,0,0.794,high,0.55,medium,0.512,medium
Whitefield,1,6,1,0,0.702,high,0.687,high,0.522,medium
Koramangala,1,6,1,0,0.514,medium,0.086,low,0.64,high
Electronic City,1,6,1,0,0.742,high,0.755,high,0.645,high
Indiranagar,1,6,1,0,0.662,high,0.429,medium,0.556,medium
MG Road,1,7,1,0,0.647,medium,0.546,medium,0.303,medium
Whitefield,1,7,1,0,0.576,medium,0.558,medium,0.453,medium
Koramangala,1,7,1,0,0.278,low,0.06,low,0.251,low
Electronic City,1,7,1,0,0.756,high,0.617,high,0.538,medium
Indiranagar,1,7,1,0,0.515,medium,0.423,medium,0.554,medium
MG Road,1,8,1,1,1.0,high,0.948,high,0.773,high
Whitefield,1,8,1,1,0.927,high,0.837,high,0.606,high
Koramangala,1,8,1,1,0.606,medium,0.548,medium,0.402,medium
Electronic City,1,8,1,1,0.921,high,0.555,medium,0.667,high
Indiranagar,1,8,1,1,0.9,high,0.736,high,0.697,high
MG Road,1,9,1,1,1.0,high,0.732,high,0.759,high
Whitefield,1,9,1,1,0.802,high,0.432,medium,0.422,medium
Koramangala,1,9,1,1,0.694,high,0.421,medium,0.69,high
Electronic City,1,9,1,1,1.0,high,0.712,high,0.514,medium
Indiranagar,1,9,1,1,0.923,high,0.525,medium,0.676,high
MG Road,1,10,1,1,1.0,high,0.712,high,0.749,high
Whitefield,1,10,1,1,0.758,high,0.364,medium,0.36,medium
Koramangala,1,10,1,1,0.72,high,0.542,medium,0.448,medium
Electronic City,1,10,1,1,1.0,high,0.829,high,0.679,high
Indiranagar,1,10,1,1,0.792,high,0.658,high,0.626,high
MG Road,1,11,1,0,0.742,high,0.509,medium,0.493,medium
Whitefield,1,11,1,0,0.543,medium,0.266,low,0.463,medium
Koramangala,1,11,1,0,0.394,medium,0.182,low,0.409,medium
Electronic City,1,11,1,0,0.75,high,0.63,high,0.488,medium
Indiranagar,1,11,1,0,0.485,medium,0.29,low,0.353,medium
MG Road,1,12,1,0,0.845,high,0.7,high,0.484,medium
Whitefield,1,12,1,0,0.59,medium,0.528,medium,0.23,low
Koramangala,1,12,1,0,0.365,medium,0.256,low,0.453,medium
Electronic City,1,12,1,0,0.794,high,0.63,high,0.553,medium
Indiranagar,1,12,1,0,0.57,medium,0.563,medium,0.436,medium
MG Road,1,13,1,0,0.578,medium,0.224,low,0.519,medium
Whitefield,1,13,1,0,0.573,medium,0.348,medium,0.394,medium
Koramangala,1,13,1,0,0.496,medium,0.393,medium,0.463,medium
Electronic City,1,13,1,0,0.664,high,0.413,medium,0.51,medium
Indiranagar,1,13,1,0,0.609,medium,0.474,medium,0.58,medium
MG Road,1,14,1,0,0.813,high,0.727,high,0.572,medium
Whitefield,1,14,1,0,0.534,medium,0.198,low,0.439,medium
Koramangala,1,14,1,0,0.354,medium,0.375,medium,0.367,medium
Electronic City,1,14,1,0,0.723,high,0.401,medium,0.549,medium
Indiranagar,1,14,1,0,0.596,medium,0.444,medium,0.574,medium
MG Road,1,15,1,0,0.821,high,0.49,medium,0.681,high
Whitefield,1,15,1,0,0.666,high,0.502,medium,0.479,medium
Koramangala,1,15,1,0,0.458,medium,0.281,low,0.34,medium
Electronic City,1,15,1,0,0.928,high,0.782,high,0.541,medium
Indiranagar,1,15,1,0,0.655,high,0.364,medium,0.477,medium
MG Road,1,16,1,0,0.7,high,0.519,medium,0.61,high
Whitefield,1,16,1,0,0.687,high,0.459,medium,0.531,medium
Koramangala,1,16,1,0,0.452,medium,0.562,medium,0.548,medium
Electronic City,1,16,1,0,0.869,high,0.692,high,0.433,medium
Indiranagar,1,16,1,0,0.623,medium,0.661,high,0.575,medium
MG Road,1,17,1,1,0.984,high,0.723,high,0.595,medium
Whitefield,1,17,1,1,0.782,high,0.588,medium,0.537,medium
Koramangala,1,17,1,1,0.586,medium,0.354,medium,0.292,low
Electronic City,1,17,1,1,0.99,high,0.498,medium,0.541,medium
Indiranagar,1,17,1,1,0.856,high,0.424,medium,0.517,medium
MG Road,1,18,1,1,1.0,high,0.68,high,0.685,high
Whitefield,1,18,1,1,0.873,high,0.444,medium,0.57,medium
Koramangala,1,18,1,1,0.625,medium,0.378,medium,0.263,low
Electronic City,1,18,1,1,0.979,high,0.736,high,0.581,medium
Indiranagar,1,18,1,1,0.864,high,0.571,medium,0.614,high
MG Road,1,19,1,1,0.961,high,0.673,high,0.635,high
Whitefield,1,19,1,1,0.76,high,0.607,high,0.297,low
Koramangala,1,19,1,1,0.692,high,0.543,medium,0.424,medium
Electronic City,1,19,1,1,1.0,high,0.645,high,0.514,medium
Indiranagar,1,19,1,1,0.754,high,0.527,medium,0.481,medium
MG Road,1,20,1,1,0.987,high,0.684,high,0.692,high
Whitefield,1,20,1,1,0.95,high,0.758,high,0.585,medium
Koramangala,1,20,1,1,0.638,medium,0.406,medium,0.453,medium
Electronic City,1,20,1,1,0.955,high,0.599,medium,0.549,medium
Indiranagar,1,20,1,1,0.78,high,0.464,medium,0.682,high
MG Road,1,21,1,0,0.69,high,0.379,medium,0.703,high
Whitefield,1,21,1,0,0.569,medium,0.536,medium,0.261,low
Koramangala,1,21,1,0,0.406,medium,0.361,medium,0.272,low
Electronic City,1,21,1,0,0.884,high,0.58,medium,0.579,medium
Indiranagar,1,21,1,0,0.546,medium,0.531,medium,0.524,medium
MG Road,1,22,1,0,0.968,high,0.795,high,0.771,high
Whitefield,1,22,1,0,0.524,medium,0.375,medium,0.328,medium
Koramangala,1,22,1,0,0.402,medium,0.296,low,0.271,low
Electronic City,1,22,1,0,0.737,high,0.507,medium,0.369,medium
Indiranagar,1,22,1,0,0.664,high,0.487,medium,0.622,high
MG Road,1,23,1,0,0.839,high,0.416,medium,0.552,medium
Whitefield,1,23,1,0,0.732,high,0.591,medium,0.281,low
Koramangala,1,23,1,0,0.438,medium,0.223,low,0.165,low
Electronic City,1,23,1,0,0.883,high,0.625,high,0.55,medium
Indiranagar,1,23,1,0,0.499,medium,0.234,low,0.316,medium
MG Road,2,0,1,0,0.613,medium,0.265,low,0.707,high
Whitefield,2,0,1,0,0.221,low,0.032,low,0.233,low
Koramangala,2,0,1,0,0.045,low,0.041,low,0.13,low
Electronic City,2,0,1,0,0.425,medium,0.222,low,0.431,medium
Indiranagar,2,0,1,0,0.341,low,0.263,low,0.517,medium
MG Road,2,1,1,0,0.521,medium,0.383,medium,0.496,medium
Whitefield,2,1,1,0,0.243,low,0.098,low,0.262,low
Koramangala,2,1,1,0,0.181,low,0.184,low,0.329,medium
Electronic City,2,1,1,0,0.362,medium,0.305,medium,0.28,low
Indiranagar,2,1,1,0,0.314,low,0.275,low,0.285,low
MG Road,2,2,1,0,0.513,medium,0.382,medium,0.605,high
Whitefield,2,2,1,0,0.259,low,0.175,low,0.27,low
Koramangala,2,2,1,0,0.059,low,0.0,low,0.166,low
Electronic City,2,2,1,0,0.44,medium,0.483,medium,0.342,medium
Indiranagar,2,2,1,0,0.339,low,0.24,low,0.38,medium
MG Road,2,3,1,0,0.498,medium,0.426,medium,0.494,medium
Whitefield,2,3,1,0,0.287,low,0.178,low,0.166,low
Koramangala,2,3,1,0,0.183,low,0.084,low,0.42,medium
Electronic City,2,3,1,0,0.47,medium,0.469,medium,0.343,medium
Indiranagar,2,3,1,0,0.241,low,0.273,low,0.315,medium
MG Road,2,4,1,0,0.603,medium,0.48,medium,0.688,high
Whitefield,2,4,1,0,0.222,low,0.251,low,0.164,low
Koramangala,2,4,1,0,0.0,low,0.09,low,0.199,low
Electronic City,2,4,1,0,0.527,medium,0.378,medium,0.388,medium
Indiranagar,2,4,1,0,0.42,medium,0.306,medium,0.395,medium
MG Road,2,5,1,0,0.793,high,0.571,medium,0.333,medium
Whitefield,2,5,1,0,0.639,medium,0.583,medium,0.401,medium
Koramangala,2,5,1,0,0.366,medium,0.295,low,0.521,medium
Electronic City,2,5,1,0,0.788,high,0.573,medium,0.451,medium
Indiranagar,2,5,1,0,0.514,medium,0.362,medium,0.485,medium
MG Road,2,6,1,0,0.645,medium,0.379,medium,0.674,high
Whitefield,2,6,1,0,0.579,medium,0.16,low,0.542,medium
Koramangala,2,6,1,0,0.329,low,0.183,low,0.438,medium
Electronic City,2,6,1,0,0.691,high,0.286,low,0.473,medium
Indiranagar,2,6,1,0,0.664,high,0.418,medium,0.528,medium
MG Road,2,7,1,0,0.706,high,0.394,medium,0.55,medium
Whitefield,2,7,1,0,0.652,high,0.466,medium,0.513,medium
Koramangala,2,7,1,0,0.532,medium,0.461,medium,0.254,low
Electronic City,2,7,1,0,0.727,high,0.597,medium,0.454,medium
Indiranagar,2,7,1,0,0.47,medium,0.274,low,0.236,low
MG Road,2,8,1,1,1.0,high,0.632,high,0.664,high
Whitefield,2,8,1,1,0.945,high,0.528,medium,0.456,medium
Koramangala,2,8,1,1,0.559,medium,0.498,medium,0.537,medium
Electronic City,2,8,1,1,1.0,high,0.731,high,0.455,medium
Indiranagar,2,8,1,1,0.866,high,0.494,medium,0.625,high
MG Road,2,9,1,1,1.0,high,0.641,high,0.703,high
Whitefield,2,9,1,1,0.904,high,0.81,high,0.567,medium
Koramangala,2,9,1,1,0.832,high,0.603,high,0.711,high
Electronic City,2,9,1,1,1.0,high,0.724,high,0.558,medium
Indiranagar,2,9,1,1,0.874,high,0.655,high,0.483,medium
MG Road,2,10,1,1,1.0,high,0.552,medium,0.77,high
Whitefield,2,10,1,1,0.898,high,0.771,high,0.423,medium
Koramangala,2,10,1,1,0.571,medium,0.51,medium,0.321,medium
Electronic City,2,10,1,1,0.906,high,0.655,high,0.533,medium
Indiranagar,2,10,1,1,0.862,high,0.657,high,0.674,high
MG Road,2,11,1,0,0.794,high,0.56,medium,0.611,high
Whitefield,2,11,1,0,0.603,medium,0.283,low,0.467,medium
Koramangala,2,11,1,0,0.484,medium,0.402,medium,0.45,medium
Electronic City,2,11,1,0,0.671,high,0.328,medium,0.526,medium
Indiranagar,2,11,1,0,0.602,medium,0.439,medium,0.537,medium
MG Road,2,12,1,0,0.821,high,0.639,high,0.619,high
Whitefield,2,12,1,0,0.448,medium,0.382,medium,0.387,medium
Koramangala,2,12,1,0,0.296,low,0.091,low,0.407,medium
Electronic City,2,12,1,0,0.84,high,0.321,medium,0.555,medium
Indiranagar,2,12,1,0,0.582,medium,0.415,medium,0.521,medium
MG Road,2,13,1,0,0.739,high,0.583,medium,0.527,medium
Whitefield,2,13,1,0,0.66,high,0.559,medium,0.327,medium
Koramangala,2,13,1,0,0.332,low,0.244,low,0.483,medium
Electronic City,2,13,1,0,0.703,high,0.451,medium,0.488,medium
Indiranagar,2,13,1,0,0.653,high,0.509,medium,0.539,medium
MG Road,2,14,1,0,0.776,high,0.576,medium,0.29,low
Whitefield,2,14,1,0,0.75,high,0.506,medium,0.468,medium
Koramangala,2,14,1,0,0.568,medium,0.323,medium,0.66,high
Electronic City,2,14,1,0,0.809,high,0.611,high,0.563,medium
Indiranagar,2,14,1,0,0.533,medium,0.208,low,0.37,medium
MG Road,2,15,1,0,0.887,high,0.527,medium,0.489,medium
Whitefield,2,15,1,0,0.594,medium,0.473,medium,0.391,medium
Koramangala,2,15,1,0,0.449,medium,0.429,medium,0.437,medium
Electronic City,2,15,1,0,0.738,high,0.462,medium,0.547,medium
Indiranagar,2,15,1,0,0.622,medium,0.349,medium,0.654,high
MG Road,2,16,1,0,0.821,high,0.64,high,0.589,medium
Whitefield,2,16,1,0,0.69,high,0.325,medium,0.594,medium
Koramangala,2,16,1,0,0.245,low,0.034,low,0.323,medium
Electronic City,2,16,1,0,0.708,high,0.462,medium,0.405,medium
Indiranagar,2,16,1,0,0.537,medium,0.408,medium,0.485,medium
MG Road,2,17,1,1,1.0,high,0.708,high,0.658,high
Whitefield,2,17,1,1,0.912,high,0.455,medium,0.257,low
Koramangala,2,17,1,1,0.523,medium,0.332,medium,0.448,medium
Electronic City,2,17,1,1,0.786,high,0.549,medium,0.454,medium
Indiranagar,2,17,1,1,0.861,high,0.412,medium,0.881,high
MG Road,2,18,1,1,1.0,high,0.578,medium,0.713,high
Whitefield,2,18,1,1,0.97,high,0.55,medium,0.388,medium
Koramangala,2,18,1,1,0.641,medium,0.445,medium,0.527,medium
Electronic City,2,18,1,1,1.0,high,0.778,high,0.436,medium
Indiranagar,2,18,1,1,0.764,high,0.455,medium,0.658,high
MG Road,2,19,1,1,1.0,high,0.826,high,0.756,high
Whitefield,2,19,1,1,0.8,high,0.54,medium,0.324,medium
Koramangala,2,19,1,1,0.7,high,0.428,medium,0.603,high
Electronic City,2,19,1,1,1.0,high,0.894,high,0.617,high
Indiranagar,2,19,1,1,0.882,high,0.599,medium,0.589,medium
MG Road,2,20,1,1,1.0,high,0.8,high,0.565,medium
Whitefield,2,20,1,1,0.855,high,0.432,medium,0.529,medium
Koramangala,2,20,1,1,0.613,medium,0.48,medium,0.371,medium
Electronic City,2,20,1,1,0.979,high,0.749,high,0.579,medium
Indiranagar,2,20,1,1,0.973,high,0.633,high,0.608,high
MG Road,2,21,1,0,0.899,high,0.593,medium,0.618,high
Whitefield,2,21,1,0,0.631,medium,0.425,medium,0.371,medium
Koramangala,2,21,1,0,0.345,low,0.377,medium,0.323,medium
Electronic City,2,21,1,0,0.705,high,0.464,medium,0.493,medium
Indiranagar,2,21,1,0,0.717,high,0.485,medium,0.475,medium
MG Road,2,22,1,0,0.954,high,0.681,high,0.671,high
Whitefield,2,22,1,0,0.606,medium,0.299,low,0.388,medium
Koramangala,2,22,1,0,0.461,medium,0.445,medium,0.348,medium
Electronic City,2,22,1,0,0.765,high,0.659,high,0.485,medium
Indiranagar,2,22,1,0,0.658,high,0.503,medium,0.472,medium
MG Road,2,23,1,0,0.727,high,0.615,high,0.323,medium
Whitefield,2,23,1,0,0.547,medium,0.243,low,0.475,medium
Koramangala,2,23,1,0,0.509,medium,0.284,low,0.68,high
Electronic City,2,23,1,0,0.86,high,0.622,high,0.669,high
Indiranagar,2,23,1,0,0.549,medium,0.356,medium,0.541,medium
MG Road,3,0,1,0,0.445,medium,0.183,low,0.384,medium
Whitefield,3,0,1,0,0.284,low,0.246,low,0.23,low
Koramangala,3,0,1,0,0.0,low,0.047,low,0.327,medium
Electronic City,3,0,1,0,0.397,medium,0.444,medium,0.421,medium
Indiranagar,3,0,1,0,0.216,low,0.086,low,0.33,medium
MG Road,3,1,1,0,0.485,medium,0.096,low,0.419,medium
Whitefield,3,1,1,0,0.256,low,0.368,medium,0.275,low
Koramangala,3,1,1,0,0.036,low,0.0,low,0.257,low
Electronic City,3,1,1,0,0.42,medium,0.235,low,0.288,low
Indiranagar,3,1,1,0,0.338,low,0.099,low,0.302,medium
MG Road,3,2,1,0,0.426,medium,0.188,low,0.388,medium
Whitefield,3,2,1,0,0.372,medium,0.364,medium,0.326,medium
Koramangala,3,2,1,0,0.117,low,0.015,low,0.039,low
Electronic City,3,2,1,0,0.462,medium,0.353,medium,0.292,low
Indiranagar,3,2,1,0,0.214,low,0.022,low,0.377,medium
MG Road,3,3,1,0,0.507,medium,0.474,medium,0.422,medium
Whitefield,3,3,1,0,0.277,low,0.196,low,0.206,low
Koramangala,3,3,1,0,0.167,low,0.241,low,0.156,low
Electronic City,3,3,1,0,0.413,medium,0.422,medium,0.373,medium
Indiranagar,3,3,1,0,0.309,low,0.251,low,0.464,medium
MG Road,3,4,1,0,0.531,medium,0.393,medium,0.513,medium
Whitefield,3,4,1,0,0.408,medium,0.259,low,0.313,medium
Koramangala,3,4,1,0,0.224,low,0.189,low,0.283,low
Electronic City,3,4,1,0,0.5,medium,0.373,medium,0.301,medium
Indiranagar,3,4,1,0,0.32,low,0.143,low,0.586,medium
MG Road,3,5,1,0,0.819,high,0.48,medium,0.588,medium
Whitefield,3,5,1,0,0.661,high,0.353,medium,0.686,high
Koramangala,3,5,1,0,0.284,low,0.291,low,0.265,low
Electronic City,3,5,1,0,0.685,high,0.533,medium,0.404,medium
Indiranagar,3,5,1,0,0.727,high,0.369,medium,0.622,high
MG Road,3,6,1,0,0.778,high,0.574,medium,0.663,high
Whitefield,3,6,1,0,0.461,medium,0.346,medium,0.443,medium
Koramangala,3,6,1,0,0.437,medium,0.269,low,0.234,low
Electronic City,3,6,1,0,0.791,high,0.741,high,0.557,medium
Indiranagar,3,6,1,0,0.693,high,0.578,medium,0.513,medium
MG Road,3,7,1,0,0.807,high,0.652,high,0.465,medium
Whitefield,3,7,1,0,0.652,high,0.582,medium,0.406,medium
Koramangala,3,7,1,0,0.465,medium,0.27,low,0.39,medium
Electronic City,3,7,1,0,0.728,high,0.556,medium,0.456,medium
Indiranagar,3,7,1,0,0.466,medium,0.254,low,0.656,high
MG Road,3,8,1,1,1.0,high,0.49,medium,0.821,high
Whitefield,3,8,1,1,0.758,high,0.62,high,0.582,medium
Koramangala,3,8,1,1,0.658,high,0.361,medium,0.392,medium
Electronic City,3,8,1,1,1.0,high,0.586,medium,0.517,medium
Indiranagar,3,8,1,1,0.891,high,0.559,medium,0.773,high
MG Road,3,9,1,1,0.967,high,0.348,medium,0.609,high
Whitefield,3,9,1,1,0.875,high,0.699,high,0.459,medium
Koramangala,3,9,1,1,0.628,medium,0.436,medium,0.625,high
Electronic City,3,9,1,1,1.0,high,0.651,high,0.78,high
Indiranagar,3,9,1,1,0.851,high,0.388,medium,0.477,medium
MG Road,3,10,1,1,1.0,high,0.522,medium,0.75,high
Whitefield,3,10,1,1,0.788,high,0.669,high,0.482,medium
Koramangala,3,10,1,1,0.519,medium,0.455,medium,0.544,medium
Electronic City,3,10,1,1,0.898,high,0.548,medium,0.584,medium
Indiranagar,3,10,1,1,0.905,high,0.869,high,0.726,high
MG Road,3,11,1,0,0.992,high,0.696,high,0.735,high
Whitefield,3,11,1,0,0.555,medium,0.336,medium,0.387,medium
Koramangala,3,11,1,0,0.353,medium,0.0,low,0.275,low
Electronic City,3,11,1,0,0.836,high,0.593,medium,0.517,medium
Indiranagar,3,11,1,0,0.539,medium,0.411,medium,0.656,high
MG Road,3,12,1,0,0.912,high,0.675,high,0.579,medium
Whitefield,3,12,1,0,0.741,high,0.625,high,0.298,low
Koramangala,3,12,1,0,0.259,low,0.039,low,0.254,low
Electronic City,3,12,1,0,0.822,high,0.663,high,0.538,medium
Indiranagar,3,12,1,0,0.589,medium,0.649,high,0.514,medium
MG Road,3,13,1,0,0.793,high,0.504,medium,0.838,high
Whitefield,3,13,1,0,0.658,high,0.357,medium,0.298,low
Koramangala,3,13,1,0,0.266,low,0.176,low,0.156,low
Electronic City,3,13,1,0,0.657,high,0.566,medium,0.527,medium
Indiranagar,3,13,1,0,0.719,high,0.356,medium,0.462,medium
MG Road,3,14,1,0,0.75,high,0.689,high,0.606,high
Whitefield,3,14,1,0,0.746,high,0.585,medium,0.437,medium
Koramangala,3,14,1,0,0.446,medium,0.139,low,0.173,low
Electronic City,3,14,1,0,0.771,high,0.541,medium,0.677,high
Indiranagar,3,14,1,0,0.49,medium,0.38,medium,0.54,medium
MG Road,3,15,1,0,0.827,high,0.689,high,0.568,medium
Whitefield,3,15,1,0,0.667,high,0.523,medium,0.533,medium
Koramangala,3,15,1,0,0.359,medium,0.133,low,0.281,low
Electronic City,3,15,1,0,0.665,high,0.409,medium,0.408,medium
Indiranagar,3,15,1,0,0.527,medium,0.37,medium,0.368,medium
MG Road,3,16,1,0,0.794,high,0.506,medium,0.606,high
Whitefield,3,16,1,0,0.631,medium,0.4,medium,0.325,medium
Koramangala,3,16,1,0,0.348,low,0.346,medium,0.467,medium
Electronic City,3,16,1,0,0.709,high,0.481,medium,0.288,low
Indiranagar,3,16,1,0,0.585,medium,0.265,low,0.46,medium
MG Road,3,17,1,1,1.0,high,0.55,medium,0.61,high
Whitefield,3,17,1,1,0.778,high,0.378,medium,0.548,medium
Koramangala,3,17,1,1,0.672,high,0.651,high,0.369,medium
Electronic City,3,17,1,1,0.858,high,0.695,high,0.482,medium
Indiranagar,3,17,1,1,0.813,high,0.717,high,0.617,high
MG Road,3,18,1,1,1.0,high,0.638,high,0.627,high
Whitefield,3,18,1,1,0.821,high,0.642,high,0.483,medium
Koramangala,3,18,1,1,0.687,high,0.221,low,0.287,low
Electronic City,3,18,1,1,0.828,high,0.541,medium,0.366,medium
Indiranagar,3,18,1,1,0.985,high,0.687,high,0.691,high
MG Road,3,19,1,1,0.963,high,0.562,medium,0.84,high
Whitefield,3,19,1,1,0.993,high,0.736,high,0.344,medium
Koramangala,3,19,1,1,0.616,medium,0.462,medium,0.424,medium
Electronic City,3,19,1,1,0.83,high,0.766,high,0.424,medium
Indiranagar,3,19,1,1,0.743,high,0.517,medium,0.691,high
MG Road,3,20,1,1,1.0,high,0.568,medium,0.552,medium
Whitefield,3,20,1,1,0.675,high,0.443,medium,0.373,medium
Koramangala,3,20,1,1,0.691,high,0.415,medium,0.574,medium
Electronic City,3,20,1,1,1.0,high,0.627,high,0.614,high
Indiranagar,3,20,1,1,0.956,high,0.573,medium,0.636,high
MG Road,3,21,1,0,0.781,high,0.511,medium,0.693,high
Whitefield,3,21,1,0,0.67,high,0.51,medium,0.454,medium
Koramangala,3,21,1,0,0.355,medium,0.282,low,0.213,low
Electronic City,3,21,1,0,0.948,high,0.799,high,0.65,high
Indiranagar,3,21,1,0,0.633,medium,0.484,medium,0.359,medium
MG Road,3,22,1,0,0.699,high,0.376,medium,0.586,medium
Whitefield,3,22,1,0,0.577,medium,0.485,medium,0.284,low
Koramangala,3,22,1,0,0.482,medium,0.255,low,0.351,medium
Electronic City,3,22,1,0,0.822,high,0.626,high,0.379,medium
Indiranagar,3,22,1,0,0.685,high,0.488,medium,0.335,medium
MG Road,3,23,1,0,0.733,high,0.472,medium,0.476,medium
Whitefield,3,23,1,0,0.707,high,0.458,medium,0.479,medium
Koramangala,3,23,1,0,0.417,medium,0.362,medium,0.534,medium
Electronic City,3,23,1,0,0.804,high,0.737,high,0.567,medium
Indiranagar,3,23,1,0,0.611,medium,0.46,medium,0.257,low
MG Road,4,0,1,0,0.464,medium,0.31,medium,0.529,medium
Whitefield,4,0,1,0,0.298,low,0.242,low,0.137,low
Koramangala,4,0,1,0,0.0,low,0.0,low,0.357,medium
Electronic City,4,0,1,0,0.349,low,0.165,low,0.325,medium
Indiranagar,4,0,1,0,0.173,low,0.034,low,0.412,medium
MG Road,4,1,1,0,0.465,medium,0.494,medium,0.316,medium
Whitefield,4,1,1,0,0.272,low,0.147,low,0.258,low
Koramangala,4,1,1,0,0.002,low,0.0,low,0.28,low
Electronic City,4,1,1,0,0.428,medium,0.193,low,0.554,medium
Indiranagar,4,1,1,0,0.304,low,0.274,low,0.473,medium
MG Road,4,2,1,0,0.494,medium,0.267,low,0.518,medium
Whitefield,4,2,1,0,0.244,low,0.208,low,0.231,low
Koramangala,4,2,1,0,0.182,low,0.013,low,0.345,medium
Electronic City,4,2,1,0,0.499,medium,0.325,medium,0.448,medium
Indiranagar,4,2,1,0,0.334,low,0.3,medium,0.469,medium
MG Road,4,3,1,0,0.504,medium,0.293,low,0.441,medium
Whitefield,4,3,1,0,0.283,low,0.282,low,0.326,medium
Koramangala,4,3,1,0,0.18,low,0.237,low,0.25,low
Electronic City,4,3,1,0,0.607,medium,0.414,medium,0.368,medium
Indiranagar,4,3,1,0,0.327,low,0.277,low,0.332,medium
MG Road,4,4,1,0,0.487,medium,0.296,low,0.509,medium
Whitefield,4,4,1,0,0.364,medium,0.228,low,0.353,medium
Koramangala,4,4,1,0,0.0,low,0.089,low,0.155,low
Electronic City,4,4,1,0,0.412,medium,0.329,medium,0.385,medium
Indiranagar,4,4,1,0,0.291,low,0.115,low,0.343,medium
MG Road,4,5,1,0,0.808,high,0.614,high,0.541,medium
Whitefield,4,5,1,0,0.549,medium,0.41,medium,0.361,medium
Koramangala,4,5,1,0,0.412,medium,0.027,low,0.335,medium
Electronic City,4,5,1,0,0.818,high,0.511,medium,0.551,medium
Indiranagar,4,5,1,0,0.503,medium,0.196,low,0.518,medium
MG Road,4,6,1,0,0.796,high,0.523,medium,0.703,high
Whitefield,4,6,1,0,0.575,medium,0.339,medium,0.306,medium
Koramangala,4,6,1,0,0.324,low,0.273,low,0.298,low
Electronic City,4,6,1,0,0.841,high,0.294,low,0.604,high
Indiranagar,4,6,1,0,0.629,medium,0.431,medium,0.397,medium
MG Road,4,7,1,0,0.667,high,0.542,medium,0.591,medium
Whitefield,4,7,1,0,0.618,medium,0.422,medium,0.482,medium
Koramangala,4,7,1,0,0.353,medium,0.214,low,0.324,medium
Electronic City,4,7,1,0,0.733,high,0.647,high,0.343,medium
Indiranagar,4,7,1,0,0.444,medium,0.165,low,0.521,medium
MG Road,4,8,1,1,1.0,high,0.54,medium,0.71,high
Whitefield,4,8,1,1,0.824,high,0.633,high,0.559,medium
Koramangala,4,8,1,1,0.851,high,0.478,medium,0.354,medium
Electronic City,4,8,1,1,1.0,high,0.799,high,0.447,medium
Indiranagar,4,8,1,1,0.748,high,0.558,medium,0.746,high
MG Road,4,9,1,1,0.98,high,0.695,high,0.502,medium
Whitefield,4,9,1,1,0.834,high,0.573,medium,0.63,high
Koramangala,4,9,1,1,0.593,medium,0.484,medium,0.36,medium
Electronic City,4,9,1,1,1.0,high,0.908,high,0.754,high
Indiranagar,4,9,1,1,1.0,high,0.74,high,0.654,high
MG Road,4,10,1,1,1.0,high,0.747,high,0.739,high
Whitefield,4,10,1,1,0.793,high,0.48,medium,0.408,medium
Koramangala,4,10,1,1,0.736,high,0.633,high,0.813,high
Electronic City,4,10,1,1,1.0,high,0.621,high,0.527,medium
Indiranagar,4,10,1,1,0.837,high,0.737,high,0.683,high
MG Road,4,11,1,0,0.692,high,0.479,medium,0.43,medium
Whitefield,4,11,1,0,0.647,medium,0.382,medium,0.348,medium
Koramangala,4,11,1,0,0.25,low,0.25,low,0.421,medium
Electronic City,4,11,1,0,0.695,high,0.47,medium,0.405,medium
Indiranagar,4,11,1,0,0.583,medium,0.326,medium,0.398,medium
MG Road,4,12,1,0,0.909,high,0.373,medium,0.714,high
Whitefield,4,12,1,0,0.623,medium,0.601,high,0.375,medium
Koramangala,4,12,1,0,0.37,medium,0.178,low,0.384,medium
Electronic City,4,12,1,0,0.693,high,0.372,medium,0.379,medium
Indiranagar,4,12,1,0,0.524,medium,0.266,low,0.493,medium
MG Road,4,13,1,0,0.784,high,0.604,high,0.628,high
Whitefield,4,13,1,0,0.504,medium,0.14,low,0.246,low
Koramangala,4,13,1,0,0.461,medium,0.397,medium,0.483,medium
Electronic City,4,13,1,0,0.817,high,0.681,high,0.542,medium
Indiranagar,4,13,1,0,0.744,high,0.55,medium,0.773,high
MG Road,4,14,1,0,0.75,high,0.46,medium,0.581,medium
Whitefield,4,14,1,0,0.597,medium,0.386,medium,0.443,medium
Koramangala,4,14,1,0,0.392,medium,0.214,low,0.317,medium
Electronic City,4,14,1,0,0.847,high,0.625,high,0.346,medium
